363.511,9.628
287.5,10.114
325.53,9.965
311.5,37.5
349.53,37.983
387.5,38.273
425.504,38.761
688.5,40.5
726.526,40.573
59.5,72.5
311.5,72.5
97.529,72.903
135.518,73.142
173.5,73.5
349.5,72.886
211.529,73.903
249.518,74.142
287.547,74.547
582.5,75.5
620.526,75.573
658.526,75.573
696.526,75.573
734.526,75.573
772.526,75.573
810.526,75.573
848.526,75.573
886.526,75.573
924.526,75.573
519.525,77.522
9.525,110.522
47.533,111.009
85.5,111.5
482.5,111.5
520.547,111.547
558.547,111.547
596.547,111.547
634.547,111.547
672.5,111.595
710.5,111.595
748.5,111.595
786.5,111.595
824.5,111.595
862.5,111.727
900.5,111.727
938.5,111.727
123.5,112
161.522,112.475
199.5,113
237.493,113.371
275.5,113.886
799.518,143.755
837.5,143.727
875.526,143.573
457.525,144.478
495.526,144.427
533.5,144.273
571.518,144.245
609.5,144.114
647.53,144.035
685.533,143.991
723.53,143.965
761.5,143.886
164.518,147.755
202.5,147.727
240.526,147.573
88.577,147.943
126.5,147.886
409.5,176.5
447.547,176.547
518.53,178.035
135.518,180.755
173.5,180.727
211.526,180.573
579.5,180.5
617.526,180.573
655.526,180.573
693.526,180.573
731.526,180.573
769.526,180.573
807.526,180.573
845.526,180.573
59.577,180.943
97.5,180.886
922.522,212.525
559.5,214.5
597.5,214.595
635.5,214.727
673.518,214.755
58.547,215.547
444.525,215.522
711.5,214.886
749.5,214.982
787.533,215.009
825.544,215.066
863.5,215.114
96.522,216.475
134.5,217.273
172.5,218.114
418.547,247.547
456.5,247.595
494.5,247.727
532.5,247.886
570.53,247.965
608.533,247.991
88,249.57
755.518,249.755
793.5,249.727
831.526,249.573
679.563,249.974
717.529,249.903
393.547,283.547
431.511,283.695
729.573,283.526
781.522,283.525
819.566,283
469.5,283.886
507.533,283.991
545.544,284.066
583.518,284.245
640.522,284.525
86.522,287.475
119.525,307.522
413.547,315.547
451.5,315.727
157.547,316.547
489.5,315.886
527.533,315.991
565.5,316.114
603.5,316.273
190.727,320.5
729.573,321.526
226.522,342.525
791.522,350.525
829.566,350
553.526,352.573
591.5,352.114
629.5,351.886
477.478,353.475
515.53,353.017
157.573,354.526
190.273,358.5
257.522,363.525
933.522,375.525
227.097,380.529
564.404,383.983
526.518,385.96
488.533,387.895
157.727,392.5
189.852,396.5
259,401.50
484.5,417.5
227.727,418.5
522.536,418.605
157.852,430.5
189.371,434.507
260.478,439.475
857.526,443.573
895.526,443.573
933.526,443.573
971.547,443.547
492.5,450.5
530.536,451.605
614.5,453.096
228.273,456.5
188.991,472.467
871.522,476.525
909.529,476.097
947.5,475.886
833.563,476.974
517.5,485.096
228.917,494.515
188.5,510.5
900.5,510.5
938.5,511.273
188,548.50
187.525,586.522
213.5,716.5
251.547,716.547
289.547,716.547
399.5,719.5
437.547,719.547
475.5,719.595
513.5,719.727
551.5,719.727
589.518,719.755
627.5,719.886
665.515,719.917
703.53,719.965
741.5,719.982
779.533,720.009
283.5,754.5
321.562,754.912
359.5,755.273
397.526,755.573
435.53,755.983
473.5,756.273
511.5,756.727
549.5,757
587.5,757.405
625.522,757.789
663.544,758.066
701.5,758.5
